ST,YEAR,POPULA,INCOME,BRANCH,NOFACIL,N_TOTLN,N_TOTRE,N_REFRM,N_RERES,N_REOTH,N_COLLAT,N_OTHLN,N_OTHLNI,N_TOTINV,N_GOVTSEC,N_OTHSEC,N_CASH,N_OTHASS,N_TOTASS,N_TOTDEP,N_DEPIBK,N_DEPGOVT,N_DEPOTHD,N_DEPOTHT,N_BORR,N_BKNOTES,N_OTHLIAB,N_CAP,N_SURP,N_TOTLIAB,N_NOBNKS,A_TOTLN,A_TOTRE,A_REFRM,A_RERES,A_REOTH,A_OTHLNI,A_TOTINV,A_GOVTSEC,A_OTHSEC,A_CASH,A_OTHASS,A_TOTASS,A_TOTDEP,A_DEPIBK,A_DEPGOVT,A_DEPOTHD,A_DEPOTHT,A_BORR,A_BKNOTES,A_OTHLIAB,A_CAP,A_SURP,A_TOTLIAB,A_NOBNKS,N_INTD,N_INTDLN,N_INTDINV,N_INTIBK,N_XCCOLL,N_FXPROF,N_INSUR,N_TRUST,N_SECPROF,N_OTHEARN,N_GRSEARN,N_SALARY,N_INTDBOR,N_INTDEP,N_INTBKD,N_INTDD,N_INTTD,N_TAX,N_OTHEXP,N_TOTEXP,N_RECCOA,N_RECLD,N_RECSEC,N_CHGLN,N_CHGSEC,N_CHGFIX,N_CHGTRU,N_OTHLOSS,N_CHGFX,N_CHGTOT,N_DIVID,N_FAIL,C_FAIL,N_FAILASS,C_FAILASS,A_DEBITS
MT,1909,360034,-3,-1,-1,23221,663,-3,-3,-3,6099,16459,-3,4875,4039,836,12462,1338,41896,31977,2665,894,20832,7586,268,2275,320,4155,2901,41896,43,46038,4232,-3,-3,-3,27544,7673,4871,2802,23448,4392,81551,63850,4089,894,44286,14581,1000,2275,485,7385,6556,81551,147,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2545,-3,-3,-3,-3,-3,-3,-3,-3,898,-3,-3,-3,-3,-3,-3,-3,-3,-3,442,777,-1,-1,-1,-1,-1
NC,1909,2172848,-3,-1,-1,28878,155,-3,-3,-3,8956,19767,-3,7467,7030,437,8396,1828,46569,27353,4369,731,18113,4140,2425,5945,426,6910,3510,46569,70,65597,5059,-3,-3,-3,41684,8759,7331,1428,18289,3568,96213,62472,5305,731,40004,16432,3998,5945,2175,14690,6933,96213,376,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1881,-3,-3,-3,-3,-3,-3,-3,-3,940,-3,-3,-3,-3,-3,-3,-3,-3,-3,70,531,-1,-1,-1,-1,-1
ND,1909,543870,-3,-1,-1,23865,1252,-3,-3,-3,10314,12299,-3,4282,3598,684,9446,1831,39424,30041,3026,357,15088,11570,73,2705,29,4710,1866,39424,133,50084,4913,-3,-3,-3,20671,4910,4132,778,18847,4406,78247,60827,3597,357,31816,25057,695,2705,84,10460,3476,78247,567,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2248,-3,-3,-3,-3,-3,-3,-3,-3,1197,-3,-3,-3,-3,-3,-3,-3,-3,-3,164,658,-1,-1,-1,-1,-1
NE,1909,1178981,-3,-1,-1,84568,988,-3,-3,-3,25330,58250,-3,14571,12529,2042,41780,3531,144450,113556,32933,1546,57815,21262,171,9323,71,13640,7689,144450,215,145516,11942,-3,-3,-3,94303,16034,13236,2798,63958,5529,231037,185421,34478,1546,102371,47026,422,9323,80,25303,10488,231037,865,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,6056,-3,-3,-3,-3,-3,-3,-3,-3,3184,-3,-3,-3,-3,-3,-3,-3,-3,-3,682,1535,-1,-1,-1,-1,-1
NH,1909,428635,-3,-1,-1,15716,161,-3,-3,-3,4759,10796,-3,11167,6298,4869,5893,854,33630,19002,2454,504,15033,1011,330,5043,57,5435,3763,33630,57,56180,24917,-3,-3,-3,19507,67248,16636,50612,8477,2408,134313,105497,2482,504,16332,86179,331,5043,58,5865,17519,134313,121,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1448,-3,-3,-3,-3,-3,-3,-3,-3,525,-3,-3,-3,-3,-3,-3,-3,-3,-3,264,445,-1,-1,-1,-1,-1
NJ,1909,2462718,-3,-1,-1,109836,1169,-3,-3,-3,30949,77718,-3,59286,21533,37753,48668,7866,225656,162693,18497,912,117055,26229,1428,13561,489,20502,26983,225656,182,256163,73884,-3,-3,-3,111115,186265,63944,122321,93100,18817,554345,436075,26129,912,211780,197254,2098,13561,2023,38719,61869,554345,318,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,8729,-3,-3,-3,-3,-3,-3,-3,-3,4211,-3,-3,-3,-3,-3,-3,-3,-3,-3,843,2436,-1,-1,-1,-1,-1
NM,1909,310832,-3,-1,-1,9633,252,-3,-3,-3,2887,6494,-3,2558,2177,381,5269,620,18080,13244,1457,393,8788,2606,80,1596,33,2020,1107,18080,41,12826,859,-3,-3,-3,8276,2644,2195,449,6724,814,23008,16881,1615,393,11748,3125,144,1596,41,3077,1269,23008,71,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1046,-3,-3,-3,-3,-3,-3,-3,-3,540,-3,-3,-3,-3,-3,-3,-3,-3,-3,88,253,-1,-1,-1,-1,-1
NV,1909,76649,-3,-1,-1,4352,57,-3,-3,-3,1144,3151,-3,2029,1844,185,2281,330,8992,5063,477,110,3320,1156,69,1518,2,1807,533,8992,11,12846,1289,-3,-3,-3,7466,2828,2102,726,6403,1509,23586,14923,802,110,10627,3384,546,1518,19,4979,1601,23586,40,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,552,-3,-3,-3,-3,-3,-3,-3,-3,303,-3,-3,-3,-3,-3,-3,-3,-3,-3,81,107,-1,-1,-1,-1,-1
NY,1909,8909809,-3,-1,-1,1166173,2965,-3,-3,-3,697242,465966,-3,347646,110675,236971,693974,53894,2261687,1813618,743751,6862,1020239,42766,1534,85789,8834   1,61091,190821,2261687,430,3113376,865251,-3,-3,-3,756903,1567279,617662,949617,1374824,155187,6210666,5199126,990721,6862,2509675  1,691868,12664,85789,34534   3,36429,542124,6210666,1014,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,70938,-3,-3,-3,-3,-3,-3,-3,-3,36690,-3,-3,-3,-3,-3,-3,-3,-3,-3,4889,17103,-1,-1,-1,-1,-1
OH,1909,4702342,-3,-1,-1,271690,5706,-3,-3,-3,95807,170177,-3,83041,56125,26916,101127,24079,479937,324110,73204,3248,202552,45106,2025,43217,10681,61289,38615,479937,371,539624,101950,-3,-3,-3,250282,190543,93554,96989,177478,46565,954210,721298,77865,3248,333642,306543,3546,43217,15609   1,2634,67906,954210,1083,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,19040,-3,-3,-3,-3,-3,-3,-3,-3,10314,-3,-3,-3,-3,-3,-3,-3,-3,-3,2561,4817,-1,-1,-1,-1,-1
OK,1909,1538902,-3,-1,-1,34468,1238,-3,-3,-3,16183,17047,-3,11782,9542,2240,19081,2765,68096,45633,5416,1211,35977,3029,642,6904,227,10140,4550,68096,242,66507,3921,-3,-3,-3,30588,15306,12424,2882,38684,5340,125837,90708,9073,1211,73332,7092,1075,6904,674,19698,6778,125837,855,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4695,-3,-3,-3,-3,-3,-3,-3,-3,2237,-3,-3,-3,-3,-3,-3,-3,-3,-3,505,1964,-1,-1,-1,-1,-1
OR,1909,640809,-3,-1,-1,27039,472,-3,-3,-3,5466,21101,-3,10417,7427,2990,19928,1345,58729,46190,6629,1585,35611,2365,368,3264,102,4957,3848,58729,69,53315,5781,-3,-3,-3,36885,20500,8540,11960,36888,3185,113888,91678,9781,1585,62101,18211,754,3264,175,11888,6129,113888,199,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2308,-3,-3,-3,-3,-3,-3,-3,-3,1057,-3,-3,-3,-3,-3,-3,-3,-3,-3,574,539,-1,-1,-1,-1,-1
PA,1909,7516493,-3,-1,-1,610790,4892,-3,-3,-3,223622,382276,-3,267711,108027,159684,289792,51221,1219514,873331,233606,4308,493250,142167,2294,84283,2518   1,13774,143314,1219514,790,1061109,121196,-3,-3,-3,487353,645358,155182,490176,418075,104771,2229313,1582183,250832,4308,804751,522292,6759,84283,7912   2,29108,319068,2229313,1299,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,43210,-3,-3,-3,-3,-3,-3,-3,-3,22106,-3,-3,-3,-3,-3,-3,-3,-3,-3,6332,10204,-1,-1,-1,-1,-1
RI,1909,529956,-3,-1,-1,26876,76,-3,-3,-3,6564,20236,-3,10314,4840,5474,6007,778,43975,27102,2350,276,21731,2745,130,4266,1,6700,5776,43975,22,111846,31243,-3,-3,-3,55872,93794,20136,73658,28251,3810,237701,195771,3796,276,65731,125968,148,4266,3478,14456,19582,237701,55,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1294,-3,-3,-3,-3,-3,-3,-3,-3,515,-3,-3,-3,-3,-3,-3,-3,-3,-3,264,439,-1,-1,-1,-1,-1
SC,1909,1496909,-3,-1,-1,16457,106,-3,-3,-3,5709,10642,-3,6180,5324,856,4675,914,28226,16779,2317,428,8759,5275,915,3548,45,4510,2429,28226,32,56059,7882,-3,-3,-3,28635,9919,7348,2571,11860,2479,80317,49853,3061,428,25592,20772,5165,3548,394,14132,7225,80317,272,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1442,-3,-3,-3,-3,-3,-3,-3,-3,714,-3,-3,-3,-3,-3,-3,-3,-3,-3,138,381,-1,-1,-1,-1,-1
SD,1909,562435,-3,-1,-1,21325,774,-3,-3,-3,7568,12983,-3,5218,4418,800,11670,1418,39631,32034,4830,753,14001,12450,123,2274,24,3630,1546,39631,93,55515,6723,-3,-3,-3,29112,5764,4735,1029,27333,4410,93022,77110,6770,753,37076,32511,689,2274,97,9180,3672,93022,547,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1760,-3,-3,-3,-3,-3,-3,-3,-3,1029,-3,-3,-3,-3,-3,-3,-3,-3,-3,165,471,-1,-1,-1,-1,-1
TN,1909,2167789,-3,-1,-1,47294,603,-3,-3,-3,13438,33253,-3,12878,11497,1381,20056,2151,82379,56800,10018,1163,36968,8651,461,8852,63,10282,5921,82379,88,98971,2600,-3,-3,-3,79259,17725,12185,5540,37065,8523,162284,113879,11817,1163,80345,20554,2469,8852,2637,23862,10585,162284,427,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3506,-3,-3,-3,-3,-3,-3,-3,-3,1849,-3,-3,-3,-3,-3,-3,-3,-3,-3,313,837,-1,-1,-1,-1,-1
TX,1909,3802096,-3,-1,-1,152518,4985,-3,-3,-3,44896,102637,-3,34608,32685,1923,86037,10419,283582,185708,36132,1788,139882,7906,1350,26537,481,42463,27043,283582,528,198778,14999,-3,-3,-3,120779,36161,33220,2941,109451,13556,357946,233463,40448,1788,181123,10104,2915,26537,1963,55542,37526,357946,1144,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,15343,-3,-3,-3,-3,-3,-3,-3,-3,6561,-3,-3,-3,-3,-3,-3,-3,-3,-3,1435,6020,-1,-1,-1,-1,-1
UT,1909,362338,-3,-1,-1,12049,167,-3,-3,-3,4185,7697,-3,4300,3059,1241,8611,504,25464,19807,4999,367,10404,4037,20,1980,29,2180,1448,25464,20,36177,7476,-3,-3,-3,15508,7805,3574,4231,18294,1565,63841,51530,7503,367,25211,18449,1016,1980,422,5860,3033,63841,82,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1061,-3,-3,-3,-3,-3,-3,-3,-3,533,-3,-3,-3,-3,-3,-3,-3,-3,-3,184,244,-1,-1,-1,-1,-1
VA,1909,2039865,-3,-1,-1,67857,526,-3,-3,-3,18339,48992,-3,18922,15131,3791,19740,4414,110933,74024,10089,2712,48546,12677,1092,10548,1165,13080,11024,110933,114,119490,9940,-3,-3,-3,76958,24747,16534,8213,32013,7288,183538,126163,12080,2712,78468,32903,2243,10548,1339,24475,18770,183538,364,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4397,-3,-3,-3,-3,-3,-3,-3,-3,2243,-3,-3,-3,-3,-3,-3,-3,-3,-3,417,1069,-1,-1,-1,-1,-1
VT,1909,354705,-3,-1,-1,15449,214,-3,-3,-3,3858,11377,-3,10264,6422,3842,3972,787,30472,16550,1060,239,9258,5993,166,4670,157,5460,3469,30472,50,63727,39178,-3,-3,-3,18548,26539,22369,4170,7603,1514,99383,78961,1102,239,11869,65751,674,4670,195,6885,7998,99383,100,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1307,-3,-3,-3,-3,-3,-3,-3,-3,625,-3,-3,-3,-3,-3,-3,-3,-3,-3,110,416,-1,-1,-1,-1,-1
WA,1909,1055207,-3,-1,-1,53289,1249,-3,-3,-3,16907,35133,-3,16213,11331,4882,30454,2600,102556,81709,11285,2880,55258,12286,126,5840,142,8743,5996,102556,69,107519,10649,-3,-3,-3,65875,24281,15563,8718,58083,9983,199866,160719,16013,2880,101598,40228,1206,5840,1186,20990,9925,199866,318,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,5001,-3,-3,-3,-3,-3,-3,-3,-3,2045,-3,-3,-3,-3,-3,-3,-3,-3,-3,710,2056,-1,-1,-1,-1,-1
WI,1909,2305920,-3,-1,-1,89367,1013,-3,-3,-3,21722,66632,-3,33673,19068,14605,33336,3706,160082,122050,14792,1275,62030,43953,160,12322,203,15975,9372,160082,129,184123,32668,-3,-3,-3,114153,50623,21907,28716,61353,7259,303358,242380,16448,1275,110078,114579,786,12322,552,31688,15630,303358,598,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4674,-3,-3,-3,-3,-3,-3,-3,-3,2515,-3,-3,-3,-3,-3,-3,-3,-3,-3,702,1126,-1,-1,-1,-1,-1
WV,1909,1191942,-3,-1,-1,33941,268,-3,-3,-3,8838,24835,-3,12233,9043,3190,10717,2801,59692,38477,2888,747,22265,12577,238,7197,233,8301,5246,59692,94,81203,4951,-3,-3,-3,58915,18894,9834,9060,21469,6419,127985,89298,4380,747,45161,39010,802,7197,329,18580,11779,127985,262,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2426,-3,-3,-3,-3,-3,-3,-3,-3,1234,-3,-3,-3,-3,-3,-3,-3,-3,-3,385,863,-1,-1,-1,-1,-1
WY,1909,139461,-3,-1,-1,10341,269,-3,-3,-3,4860,5212,-3,2347,1946,401,4202,379,17269,12999,1047,459,7540,3953,90,1255,0,1585,1340,17269,29,14452,1155,-3,-3,-3,7046,2395,1982,413,5628,530,23005,17211,1099,459,10541,5112,201,1255,0,2481,1857,23005,77,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,935,-3,-3,-3,-3,-3,-3,-3,-3,404,-3,-3,-3,-3,-3,-3,-3,-3,-3,48,295,-1,-1,-1,-1,-1
AK,1910,64356,-3,-1,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1
AL,1910,2138093,-3,-1,-1,32396,749,-3,-3,-3,11381,20266,-3,10373,9353,1020,10070,2176,55015,31079,2059,309,23238,5473,2616,7158,65,8680,5417,55015,79,72774,5917,-3,-3,-3,43645,13356,10526,2830,20377,5176,111683,67068,4340,309,48021,14398,6519,7158,168,19647,11123,111683,293,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2942,-3,-3,-3,-3,-3,-3,-3,-3,1415,-3,-3,-3,-3,-3,-3,-3,-3,-3,198,900,-1,-1,-1,-1,-1
AR,1910,1574449,-3,-1,-1,16884,389,-3,-3,-3,4465,12030,-3,2982,2528,454,5469,800,26135,16228,2376,85,12220,1547,820,2335,49,4155,2548,26135,45,57400,5859,-3,-3,-3,41566,4799,2984,1815,15437,5602,83238,52543,3927,85,39794,8737,4448,2335,291,16149,7472,83238,398,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1396,-3,-3,-3,-3,-3,-3,-3,-3,673,-3,-3,-3,-3,-3,-3,-3,-3,-3,130,396,-1,-1,-1,-1,-1
AZ,1910,204354,-3,-1,-1,4925,176,-3,-3,-3,1587,3162,-3,1583,1293,290,3267,373,10148,7579,289,190,6945,155,0,703,1,980,885,10148,13,12709,1943,-3,-3,-3,6761,2746,1702,1044,7302,1177,23934,18986,654,190,15770,2372,55,703,23,2349,1818,23934,50,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,591,-3,-3,-3,-3,-3,-3,-3,-3,280,-3,-3,-3,-3,-3,-3,-3,-3,-3,100,116,-1,-1,-1,-1,-1
CA,1910,2377549,-3,-1,-1,211068,3301,-3,-3,-3,73828,133939,-3,72609,53991,18618,105248,12996,401921,278513,78270,1180,179435,19628,1435,36094,810,44914,40155,401921,185,562400,249765,-3,-3,-3,194523,179572,91406,88166,185813,42151,969936,752700,88103,1180,307422,355995,3616,36094,2361   1,2088,73077,969936,640,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,13676,-3,-3,-3,-3,-3,-3,-3,-3,5881,-3,-3,-3,-3,-3,-3,-3,-3,-3,1393,4084,-1,-1,-1,-1,-1
CO,1910,799024,-3,-1,-1,62917,2151,-3,-3,-3,22646,38120,-3,26958,12390,14568,43404,2103,135382,109123,19271,1420,61037,27395,328,7868,145,9955,7963,135382,121,85673,6862,-3,-3,-3,46880,33572,13913,19659,55430,3656,178331,143666,20194,1420,80399,41653,623,7868,231,15577,10366,178331,292,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,6511,-3,-3,-3,-3,-3,-3,-3,-3,3134,-3,-3,-3,-3,-3,-3,-3,-3,-3,876,1777,-1,-1,-1,-1,-1
CT,1910,1114756,-3,-1,-1,65267,273,-3,-3,-3,20155,44839,-3,28787,14793,13994,19473,4265,117792,67641,5678,311,60496,1156,1121,12977,149,19914,15990,117792,79,209757,101426,-3,-3,-3,62080,209001,66792,142209,34151,9801,462710,380634,6489,311,90629,283205,3743,12977,1067,25804,38485,462710,214,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4590,-3,-3,-3,-3,-3,-3,-3,-3,2051,-3,-3,-3,-3,-3,-3,-3,-3,-3,302,1402,-1,-1,-1,-1,-1
DC,1910,331069,-3,-1,-1,23373,330,-3,-3,-3,12104,10939,-3,12453,4096,8357,10998,5208,52032,32833,4619,5645,22110,459,232,5532,2307,6052,5076,52032,12,54316,17449,-3,-3,-3,12895,18293,4351,13942,20166,9514,102289,68266,5894,5645,50381,6346,330,5532,2463,15661,10037,102289,31,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-1,-1
DE,1910,202322,-3,-1,-1,9932,115,-3,-3,-3,2546,7271,-3,4177,1750,2427,2636,735,17480,10953,849,51,8212,1841,48,1525,0,2374,2580,17480,28,20753,5276,-3,-3,-3,10458,16119,2634,13485,5252,1717,43841,31113,1077,51,17189,12796,52,1525,113,4629,6409,43841,43,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,687,-3,-3,-3,-3,-3,-3,-3,-3,329,-3,-3,-3,-3,-3,-3,-3,-3,-3,51,208,-1,-1,-1,-1,-1
FL,1910,752619,-3,-1,-1,27073,444,-3,-3,-3,8278,18351,-3,6724,5936,788,9781,1811,45389,31221,4673,361,17447,8740,882,4430,135,5710,3011,45389,42,44238,4143,-3,-3,-3,28113,8244,6746,1498,17988,3103,73573,53167,5754,361,31698,15354,1383,4430,196,9575,4822,73573,157,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2254,-3,-3,-3,-3,-3,-3,-3,-3,1150,-3,-3,-3,-3,-3,-3,-3,-3,-3,214,656,-1,-1,-1,-1,-1
GA,1910,2609121,-3,-1,-1,57898,472,-3,-3,-3,19775,37651,-3,11845,11375,470,12592,3417,85752,44492,4774,773,29604,9341,8254,9888,200,13185,9733,85752,113,144510,13646,-3,-3,-3,91657,16458,12081,4377,29028,8477,198473,109184,8381,773,63788,36242,19870,9888,561,35067,23903,198473,693,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4456,-3,-3,-3,-3,-3,-3,-3,-3,2135,-3,-3,-3,-3,-3,-3,-3,-3,-3,389,1335,-1,-1,-1,-1,-1
HA,1910,191874,-3,-1,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1
IA,1910,2224771,-3,-1,-1,124863,3483,-3,-3,-3,23941,97439,-3,24991,19541,5450,39750,5695,195299,145493,35759,649,68870,40215,1403,16860,95,20855,10593,195299,325,403537,102700,-3,-3,-3,248818,33777,22252,11525,95760,17295,550369,440632,39082,649,159988,240913,2740,16860,1975,60606,27556,550369,1630,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,8890,-3,-3,-3,-3,-3,-3,-3,-3,5118,-3,-3,-3,-3,-3,-3,-3,-3,-3,763,2238,-1,-1,-1,-1,-1
ID,1910,325594,-3,-1,-1,15618,411,-3,-3,-3,3978,11229,-3,3490,2482,1008,5244,1154,25506,18970,1473,247,13696,3554,356,1773,8,2609,1790,25506,47,34504,3598,-3,-3,-3,22585,4640,2732,1908,10561,3670,53375,38473,2642,247,27171,8413,2084,1773,86,7911,3048,53375,200,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1357,-3,-3,-3,-3,-3,-3,-3,-3,683,-3,-3,-3,-3,-3,-3,-3,-3,-3,94,273,-1,-1,-1,-1,-1
IL,1910,5638591,-3,-1,-1,444587,5172,-3,-3,-3,136764,302651,-3,95342,55907,39435,211410,16705,768044,605812,221575,4299,314402,65536,1467,40859,1663,68205,50038,768044,431,938314,91708,-3,-3,-3,507897,211992,82222,129770,385410,44775,1580491,1272613,263309,4299,670156,334849,5054,40859,12557   1,47766,101642,1580491,1640,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,28560,-3,-3,-3,-3,-3,-3,-3,-3,15843,-3,-3,-3,-3,-3,-3,-3,-3,-3,3091,6402,-1,-1,-1,-1,-1
IN,1910,2700876,-3,-1,-1,120356,2591,-3,-3,-3,27244,90521,-3,39599,27830,11769,54310,9290,223555,154162,24265,1566,116558,11773,128,22930,3870,27885,14580,223555,261,243689,61484,-3,-3,-3,138693,58351,35740,22611,94042,16765,412847,308067,28115,1566,202712,75674,969,22930,4338,52070,24473,412847,847,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,8880,-3,-3,-3,-3,-3,-3,-3,-3,4799,-3,-3,-3,-3,-3,-3,-3,-3,-3,1375,2533,-1,-1,-1,-1,-1
KS,1910,1690949,-3,-1,-1,66963,1048,-3,-3,-3,25181,40734,-3,16042,13673,2369,29920,2947,115872,85409,15614,664,55698,13433,390,9807,71,12148,8047,115872,207,148810,14769,-3,-3,-3,88206,19072,15624,3448,61250,6900,236032,179636,18268,664,130031,30673,1502,9807,555,28553,15979,236032,1062,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,5790,-3,-3,-3,-3,-3,-3,-3,-3,2963,-3,-3,-3,-3,-3,-3,-3,-3,-3,395,1789,-1,-1,-1,-1,-1
KY,1910,2289905,-3,-1,-1,66514,779,-3,-3,-3,22990,42745,-3,22021,18450,3571,21112,4064,113711,70317,12260,1876,46152,10029,934,15192,1002,17579,8687,113711,149,133598,17751,-3,-3,-3,77495,31404,19811,11593,40714,12261,217977,141972,13914,1876,90603,35579,3400,15192,3910,37570,15933,217977,630,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4868,-3,-3,-3,-3,-3,-3,-3,-3,2507,-3,-3,-3,-3,-3,-3,-3,-3,-3,1022,1289,-1,-1,-1,-1,-1
LA,1910,1656388,-3,-1,-1,36681,1208,-3,-3,-3,14141,21332,-3,8791,7943,848,15063,2948,63483,41564,10241,328,27435,3560,2186,5786,183,8045,5719,63483,31,102968,16252,-3,-3,-3,41991,21487,13866,7621,37440,9666,171561,122443,19537,328,70880,31698,5720,5786,627,21661,15324,171561,220,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3151,-3,-3,-3,-3,-3,-3,-3,-3,1744,-3,-3,-3,-3,-3,-3,-3,-3,-3,238,1032,-1,-1,-1,-1,-1
MA,1910,3366416,-3,-1,-1,309858,726,-3,-3,-3,103675,205457,-3,66379,31946,34433,135585,13526,525348,385389,91195,3600,280804,9790,1618,28724,2020,54367,53230,525348,192,1004809,370907,-3,-3,-3,350870,395124,130352,264772,214682,34258,1648873,1396676,105065,3600,497548,790463,2189,28724,4196,73544,143544,1648873,474,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,21666,-3,-3,-3,-3,-3,-3,-3,-3,11010,-3,-3,-3,-3,-3,-3,-3,-3,-3,2236,5223,-1,-1,-1,-1,-1
MD,1910,1295346,-3,-1,-1,82862,547,-3,-3,-3,31324,50991,-3,30644,17357,13287,36914,6563,156983,108321,29002,1073,59382,18864,2155,12642,1029,18450,14386,156983,108,135287,21186,-3,-3,-3,64151,138259,48202,90057,55799,14847,344192,262918,30904,1073,105604,125337,2858,12642,1633,30236,33905,344192,234,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,5429,-3,-3,-3,-3,-3,-3,-3,-3,2876,-3,-3,-3,-3,-3,-3,-3,-3,-3,706,1503,-1,-1,-1,-1,-1
ME,1910,742371,-3,-1,-1,33131,158,-3,-3,-3,6695,26278,-3,15613,6639,8974,8139,1533,58416,37552,1355,261,17994,17942,861,5564,554,8291,5594,58416,72,74873,16529,-3,-3,-3,41583,108658,33592,75066,12970,4435,200936,164024,1645,261,32486,129632,2647,5564,614,11529,16558,200936,164,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2540,-3,-3,-3,-3,-3,-3,-3,-3,1387,-3,-3,-3,-3,-3,-3,-3,-3,-3,273,620,-1,-1,-1,-1,-1
MI,1910,2810173,-3,-1,-1,96834,1040,-3,-3,-3,32299,63495,-3,26621,16209,10412,35550,3900,162905,127372,18994,945,67280,40153,525,10203,314,15187,9304,162905,101,311777,85678,-3,-3,-3,152559,66660,33335,33325,97047,12738,488222,407336,26814,945,167099,212478,1168,10203,714,41456,27345,488222,760,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,6688,-3,-3,-3,-3,-3,-3,-3,-3,4126,-3,-3,-3,-3,-3,-3,-3,-3,-3,439,1357,-1,-1,-1,-1,-1
MN,1910,2075708,-3,-1,-1,156344,3161,-3,-3,-3,40039,113144,-3,27802,18631,9171,67551,7575,259272,204680,47796,1135,99182,56567,305,14274,633,22731,16649,259272,270,261310,41080,-3,-3,-3,164143,43970,30486,13484,92782,13335,411397,334746,50430,1135,141012,142169,791,14274,1524,37753,22309,411397,950,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,11108,-3,-3,-3,-3,-3,-3,-3,-3,6201,-3,-3,-3,-3,-3,-3,-3,-3,-3,736,3708,-1,-1,-1,-1,-1
